Number,Read,Write,RWRatio
10053906,0,0,0
10053907,1826,1178,60:40
10053908,2467,1647,59:41
10053909,1975,1531,56:44
10053910,0,0,0
10053911,2257,1391,61:39
10053912,0,0,0
10053913,2614,1629,61:39
10053914,0,0,0
10053915,2633,1621,61:39
10053916,2291,1630,58:42
10053917,2491,1704,59:41
10053918,2954,1471,66:34
10053919,1710,1396,55:45
10053920,2370,1248,65:35
10053921,2196,1632,57:43
10053922,1981,1357,59:41
10053923,0,0,0
10053924,2536,1561,61:39
10053925,2326,1661,58:42
10053926,2000,975,67:33
10053927,1855,1198,60:40
10053928,2420,1411,63:37
10053929,2381,1337,64:36
10053930,2051,1539,57:43
10053931,3372,1720,66:34
10053932,0,0,0
10053933,1530,1290,54:46
10053934,2377,1727,57:43
10053935,2597,1698,60:40
10053936,1991,1463,57:43
10053937,3129,1719,64:36
10053938,2908,1985,59:41
10053939,2483,1632,60:40
10053940,2049,1400,59:41
10053941,2545,1752,59:41
10053942,1687,1316,56:44
10053943,2068,1404,59:41
10053944,2287,1527,59:41
10053945,1792,1211,59:41
10053946,1812,1263,58:42
10053947,0,0,0
10053948,2407,1608,59:41
10053949,1692,1232,57:43
10053950,1488,1186,55:45
10053951,2407,1613,59:41
10053952,2256,1572,58:42
10053953,0,0,0
10053954,1881,1293,59:41
10053955,3066,968,76:24
10053956,2042,1638,55:45
10053957,0,0,0
10053958,2422,1211,66:34
10053959,3002,1460,67:33
10053960,2621,1851,58:42
10053961,2586,1727,59:41
10053962,1556,1215,56:44
10053963,1913,1298,59:41
10053964,1440,1243,53:47
10053965,1971,1292,60:40
10053966,2133,1556,57:43
10053967,2343,1567,59:41
10053968,1960,1387,58:42
10053969,0,0,0
10053970,1947,1466,57:43
10053971,1927,1311,59:41
10053972,1950,1279,60:40
10053973,2033,1353,60:40
10053974,2358,1731,57:43
10053975,2870,1274,69:31
10053976,2253,1540,59:41
10053977,1356,1291,51:49
10053978,1370,1326,50:50
10053979,1125,1315,46:54
10053980,1823,1335,57:43
10053981,2312,1527,60:40
10053982,2207,1602,57:43
10053983,2390,1296,64:36
10053984,2245,1430,61:39
10053985,2123,1436,59:41
10053986,2679,1577,62:38
10053987,2474,1422,63:37
10053988,2879,1504,65:35
10053989,2319,1385,62:38
10053990,2773,1786,60:40
10053991,2047,1464,58:42
10053992,2534,1115,69:31
10053993,2327,1386,62:38
10053994,2068,1340,60:40
10053995,2525,1492,62:38
10053996,0,0,0
10053997,2889,1319,68:32
10053998,2777,1613,63:37
10053999,2376,1652,58:42
10054000,2114,1069,66:34
10054001,2175,1356,61:39
10054002,2471,1159,68:32
10054003,2540,1319,65:35
10054004,2318,1415,62:38
10054005,2651,1613,62:38
10054006,2728,1293,67:33
10054007,2791,1479,65:35
10054008,2035,1335,60:40
10054009,2068,1127,64:36
10054010,2077,1166,64:36
10054011,2602,1599,61:39
10054012,2536,1800,58:42
10054013,2517,1575,61:39
10054014,2481,1531,61:39
10054015,2379,1312,64:36
10054016,2472,1317,65:35
10054017,2171,1152,65:35
10054018,1963,1353,59:41
10054019,1879,1266,59:41
10054020,1968,1565,55:45
10054021,2468,1609,60:40
10054022,2294,1666,57:43
10054023,2241,1846,54:46
10054024,2298,1587,59:41
10054025,2707,1985,57:43
10054026,2846,1586,64:36
10054027,2364,1716,57:43
10054028,2141,1473,59:41
10054029,2695,1785,60:40
10054030,2826,1491,65:35
10054031,2611,1591,62:38
10054032,2623,1741,60:40
10054033,0,0,0
10054034,2778,1411,66:34
10054035,2548,1046,70:30
10054036,2037,1591,56:44
10054037,2377,1616,59:41
10054038,1127,761,59:41
10054039,1808,1080,62:38
10054040,38,36,51:49
10054041,2064,1675,55:45
10054042,2372,1618,59:41
10054043,2377,1781,57:43
10054044,2781,1749,61:39
10054045,2194,1152,65:35
10054046,2579,1749,59:41
10054047,2642,1744,60:40
10054048,1993,1243,61:39
10054049,2247,1303,63:37
10054050,2543,1374,64:36
10054051,2835,1606,63:37
10054052,2266,1583,58:42
10054053,2276,1736,56:44
10054054,2267,1085,67:33
10054055,0,0,0
10054056,2163,1200,64:36
10054057,2409,1565,60:40
10054058,1998,1071,65:35
10054059,1940,1247,60:40
10054060,2195,1122,66:34
10054061,2520,1580,61:39
10054062,2622,1776,59:41
10054063,2121,1297,62:38
10054064,0,0,0
10054065,2596,1861,58:42
10054066,2380,1545,60:40
10054067,2174,1243,63:37
10054068,1901,1562,54:46
10054069,2263,1259,64:36
10054070,2306,1325,63:37
10054071,1335,858,60:40
10054072,2275,1261,64:36
10054073,2278,1550,59:41
10054074,0,0,0
10054075,2075,1289,61:39
10054076,2435,1363,64:36
10054077,2562,1626,61:39
10054078,2234,1016,68:32
10054079,2366,1760,57:43
10054080,2644,1505,63:37
10054081,1999,1456,57:43
10054082,2024,1001,66:34
10054083,2137,1242,63:37
10054084,2143,1492,58:42
10054085,2259,1571,58:42
10054086,2442,1702,58:42
10054087,2591,1421,64:36
10054088,2174,1528,58:42
10054089,218,152,58:42
10054090,2694,1825,59:41
10054091,2381,1226,66:34
10054092,3050,1399,68:32
10054093,2353,1374,63:37
10054094,3091,1464,67:33
10054095,2467,1600,60:40
10054096,2598,1212,68:32
10054097,2512,1824,57:43
10054098,2355,1678,58:42
10054099,2372,1142,67:33
10054100,2146,1400,60:40
10054101,2210,1236,64:36
10054102,2706,1543,63:37
10054103,1990,1137,63:37
10054104,2785,1524,64:36
10054105,0,0,0
10054106,2615,1167,69:31
10054107,2886,1321,68:32
10054108,2178,1253,63:37
10054109,2774,1409,66:34
10054110,2511,1264,66:34
10054111,2322,1250,65:35
10054112,2860,1493,65:35
10054113,2568,1481,63:37
10054114,0,0,0
10054115,2381,1555,60:40
10054116,1822,1317,58:42
10054117,2467,1764,58:42
10054118,2589,1461,63:37
10054119,2632,1409,65:35
10054120,2518,1395,64:36
10054121,2352,1519,60:40
10054122,2467,1368,64:36
10054123,2457,1702,59:41
10054124,2967,2079,58:42
10054125,2456,1269,65:35
10054126,2838,1432,66:34
10054127,2575,1116,69:31
10054128,2177,1104,66:34
10054129,2239,1347,62:38
10054130,0,0,0
10054131,2484,1656,60:40
10054132,2093,1276,62:38
10054133,2598,1340,65:35
10054134,2662,1449,64:36
10054135,2248,1526,59:41
10054136,2650,1342,66:34
10054137,2393,1248,65:35
10054138,2619,1383,65:35
10054139,2890,1726,62:38
10054140,2918,1627,64:36
10054141,2377,1588,59:41
10054142,2164,1181,64:36
10054143,2671,1667,61:39
10054144,2642,1299,67:33
10054145,1391,1155,54:46
10054146,1839,1244,59:41
10054147,2053,1233,62:38
10054148,1920,1379,58:42
10054149,1515,1189,56:44
10054150,2633,1382,65:35
10054151,2462,1273,65:35
10054152,1208,1060,53:47
10054153,2164,1534,58:42
10054154,2255,1379,62:38
10054155,2833,1564,64:36
10054156,2312,1203,65:35
10054157,1983,1202,62:38
10054158,2032,1321,60:40
10054159,1463,1154,55:45
10054160,2241,1503,59:41
10054161,3407,1670,67:33
10054162,2687,1646,62:38
10054163,2032,1200,62:38
10054164,2427,1607,60:40
10054165,2757,1723,61:39
10054166,1837,1154,61:39
10054167,2208,1380,61:39
10054168,2181,1380,61:39
10054169,1534,1133,57:43
10054170,1762,1431,55:45
10054171,1491,1074,58:42
10054172,2336,1390,62:38
10054173,0,0,0
10054174,2835,1739,61:39
10054175,2404,1712,58:42
10054176,2391,1387,63:37
10054177,2651,1654,61:39
10054178,2966,1196,71:29
10054179,2442,1392,63:37
10054180,2207,1386,61:39
10054181,2889,1680,63:37
10054182,2340,1531,60:40
10054183,3147,1328,70:30
10054184,0,0,0
10054185,2551,1340,65:35
10054186,2778,1759,61:39
10054187,0,0,0
10054188,2770,1268,68:32
10054189,2373,1358,63:37
10054190,2261,1510,59:41
10054191,2293,1527,60:40
10054192,1779,1169,60:40
10054193,2522,1784,58:42
10054194,2794,1392,66:34
10054195,2687,1434,65:35
10054196,3199,1467,68:32
10054197,2128,1494,58:42
10054198,2962,1498,66:34
10054199,2646,1597,62:38
10054200,2886,1247,69:31
10054201,2486,1756,58:42
10054202,2590,1050,71:29
10054203,2134,1179,64:36
10054204,3164,1229,72:28
10054205,3010,1654,64:36
10054206,1792,1224,59:41
10054207,0,0,0
10054208,2233,1661,57:43
10054209,2491,1815,57:43
10054210,1719,935,64:36
10054211,2168,1052,67:33
10054212,1921,1255,60:40
10054213,1557,1195,56:44
10054214,2330,1309,64:36
10054215,2493,1191,67:33
10054216,2057,1085,65:35
10054217,2340,1613,59:41
10054218,2931,1537,65:35
10054219,1822,1166,60:40
10054220,2755,1176,70:30
10054221,1891,1172,61:39
10054222,1975,1291,60:40
10054223,2537,1436,63:37
10054224,1534,1247,55:45
10054225,2011,1157,63:37
10054226,1821,1286,58:42
10054227,2563,1408,64:36
10054228,2135,1413,60:40
10054229,1733,1086,61:39
10054230,2163,1708,55:45
10054231,0,0,0
10054232,2411,1429,62:38
10054233,2680,1672,61:39
10054234,2318,1339,63:37
10054235,2479,1520,61:39
10054236,2258,1605,58:42
10054237,2226,1329,62:38
10054238,2579,1644,61:39
10054239,3063,1419,68:32
10054240,1503,1219,55:45
10054241,2380,1565,60:40
10054242,2503,1538,61:39
10054243,2878,1744,62:38
10054244,2232,1081,67:33
10054245,2592,1519,63:37
10054246,2366,1541,60:40
10054247,2119,1077,66:34
10054248,1617,1282,55:45
10054249,2248,1107,67:33
10054250,1887,1269,59:41
10054251,2760,1461,65:35
10054252,0,0,0
10054253,1816,1195,60:40
10054254,1512,1183,56:44
10054255,2477,1765,58:42
10054256,0,0,0
10054257,3837,2043,65:35
10054258,2388,1205,66:34
10054259,2510,1698,59:41
10054260,2460,1314,65:35
10054261,2601,1548,62:38
10054262,2131,1524,58:42
10054263,2739,1320,67:33
10054264,100,81,55:45
10054265,2367,1201,66:34
10054266,1467,1264,53:47
10054267,1998,1186,62:38
10054268,1688,1047,61:39
10054269,2242,1132,66:34
10054270,2664,1631,62:38
10054271,2146,1289,62:38
10054272,3057,1749,63:37
10054273,3011,1788,62:38
10054274,2075,1037,66:34
10054275,0,0,0
10054276,2409,1104,68:32
10054277,2174,1266,63:37
10054278,1624,1016,61:39
10054279,3068,1696,64:36
10054280,3426,1706,66:34
10054281,2561,1539,62:38
10054282,0,0,0
10054283,2333,1483,61:39
10054284,2181,1120,66:34
10054285,2969,1514,66:34
10054286,2018,1302,60:40
10054287,2096,1267,62:38
10054288,2080,1555,57:43
10054289,2484,1513,62:38
10054290,2147,1068,66:34
10054291,2566,1747,59:41
10054292,0,0,0
10054293,2079,1562,57:43
10054294,2705,1608,62:38
10054295,1746,1169,59:41
10054296,1952,1257,60:40
10054297,2761,1827,60:40
10054298,2227,1146,66:34
10054299,2386,1875,55:45
10054300,2268,1687,57:43
10054301,2063,1470,58:42
10054302,2832,1808,61:39
10054303,2566,1951,56:44
10054304,1123,977,53:47
10054305,2481,1878,56:44
10054306,2566,1092,70:30
10054307,3050,1689,64:36
10054308,2734,1801,60:40
10054309,2081,1128,64:36
10054310,1525,1235,55:45
10054311,2005,1133,63:37
10054312,2115,1721,55:45
10054313,3232,1661,66:34
10054314,1822,1404,56:44
10054315,2258,1186,65:35
10054316,2465,1432,63:37
10054317,2699,1832,59:41
10054318,3258,1729,65:35
10054319,2097,1447,59:41
10054320,2390,1511,61:39
10054321,2504,1101,69:31
10054322,2334,1489,61:39
10054323,2498,1204,67:33
10054324,2672,1667,61:39
10054325,3102,1826,62:38
10054326,1914,1206,61:39
10054327,3072,1800,63:37
10054328,2074,1472,58:42
10054329,2417,1201,66:34
10054330,2652,1274,67:33
10054331,2511,1850,57:43
10054332,2419,1390,63:37
10054333,0,0,0
10054334,2100,1178,64:36
10054335,2825,1618,63:37
10054336,1524,1292,54:46
10054337,2207,954,69:31
10054338,2221,1451,60:40
10054339,2411,1366,63:37
10054340,0,0,0
10054341,2363,1758,57:43
10054342,1354,771,63:37
10054343,2145,1656,56:44
10054344,2431,1492,61:39
10054345,2463,1457,62:38
10054346,2693,1373,66:34
10054347,2620,1412,64:36
10054348,2034,1687,54:46
10054349,2476,1744,58:42
10054350,2388,1492,61:39
10054351,1885,1299,59:41
10054352,2211,1406,61:39
10054353,2459,1548,61:39
10054354,2236,1514,59:41
10054355,1641,1293,55:45
10054356,2240,1573,58:42
10054357,2100,1695,55:45
10054358,1458,1312,52:48
10054359,1093,787,58:42
10054360,1711,1374,55:45
10054361,1601,1379,53:47
10054362,1430,1198,54:46
10054363,1522,1252,54:46
10054364,1931,1422,57:43
10054365,2045,1511,57:43
10054366,1465,1196,55:45
10054367,2107,1456,59:41
10054368,1464,1234,54:46
10054369,2137,1494,58:42
10054370,2155,1330,61:39
10054371,2059,1380,59:41
10054372,2411,1590,60:40
10054373,2801,1860,60:40
10054374,2645,1356,66:34
10054375,2217,1756,55:45
10054376,2660,1747,60:40
10054377,2034,1629,55:45
10054378,2338,1814,56:44
10054379,2413,1319,64:36
10054380,2218,1276,63:37
10054381,2655,1357,66:34
10054382,2245,1426,61:39
10054383,916,760,54:46
10054384,1832,1400,56:44
10054385,2150,1402,60:40
10054386,2155,1406,60:40
10054387,2365,1418,62:38
10054388,2235,1157,65:35
10054389,2263,1796,55:45
10054390,2455,1664,59:41
10054391,1933,1276,60:40
10054392,2490,2006,55:45
10054393,2140,1587,57:43
10054394,2211,851,72:28
10054395,1819,1191,60:40
10054396,1818,1109,62:38
10054397,1825,1285,58:42
10054398,1802,1310,57:43
10054399,2476,1940,56:44
10054400,2308,1683,57:43
10054401,2276,1740,56:44
10054402,2837,1785,61:39
10054403,1819,1477,55:45
10054404,1900,1579,54:46
10054405,1460,1349,51:49
10054406,1260,1148,52:48
10054407,2741,1995,57:43
10054408,1364,1231,52:48
10054409,3946,2446,61:39
10054410,2260,1653,57:43
10054411,1881,1572,54:46
10054412,1663,1414,54:46
10054413,2715,1696,61:39
10054414,2441,1725,58:42
10054415,2223,1378,61:39
10054416,1973,1346,59:41
10054417,2771,1440,65:35
10054418,3111,1860,62:38
10054419,4186,2497,62:38
10054420,2697,1908,58:42
10054421,3454,2014,63:37
10054422,2484,1887,56:44
10054423,2359,1035,69:31
10054424,2478,1899,56:44
10054425,2619,1634,61:39
10054426,2583,1606,61:39
10054427,2482,1220,67:33
10054428,2403,1325,64:36
10054429,3532,2878,55:45
10054430,1851,1486,55:45
10054431,1518,1103,57:43
10054432,2221,1704,56:44
10054433,1735,1246,58:42
10054434,2090,1671,55:45
10054435,2081,1404,59:41
10054436,2752,1829,60:40
10054437,2902,1897,60:40
10054438,3250,1650,66:34
10054439,2984,1738,63:37
10054440,2875,1894,60:40
10054441,1827,1018,64:36
10054442,2806,1470,65:35
10054443,2368,1574,60:40
10054444,2352,1610,59:41
10054445,2218,1054,67:33
10054446,2482,1520,62:38
10054447,2551,1860,57:43
10054448,2520,1348,65:35
10054449,2529,1733,59:41
10054450,2731,1366,66:34
10054451,2872,1446,66:34
10054452,2243,1352,62:38
10054453,2370,1639,59:41
10054454,2411,1275,65:35
10054455,2804,1597,63:37
10054456,2297,1252,64:36
10054457,2278,1283,63:37
10054458,2221,1518,59:41
10054459,2074,1469,58:42
10054460,0,0,0
10054461,2571,1581,61:39
10054462,2549,1288,66:34
10054463,2200,1433,60:40
10054464,2086,1071,66:34
10054465,3240,2216,59:41
10054466,2353,1675,58:42
10054467,2127,1376,60:40
10054468,2235,1780,55:45
10054469,0,0,0
10054470,2605,1989,56:44
10054471,2506,1196,67:33
10054472,1643,1013,61:39
10054473,2550,1575,61:39
10054474,2150,1176,64:36
10054475,2339,1542,60:40
10054476,0,0,0
10054477,1927,1606,54:46
10054478,2535,1458,63:37
10054479,0,0,0
10054480,2367,1399,62:38
10054481,2506,1430,63:37
10054482,2494,1870,57:43
10054483,1873,1383,57:43
10054484,2273,1514,60:40
10054485,147,133,52:48
10054486,2846,1837,60:40
10054487,1928,1202,61:39
10054488,2387,1811,56:44
10054489,3284,1274,72:28
10054490,2651,1793,59:41
10054491,3923,1252,75:25
10054492,0,0,0
10054493,3310,1525,68:32
10054494,3012,1161,72:28
10054495,2522,1687,59:41
10054496,2595,1602,61:39
10054497,3252,1923,62:38
10054498,3008,1935,60:40
10054499,2746,1462,65:35
10054500,2495,1607,60:40
10054501,2876,1751,62:38
10054502,2274,1729,56:44
10054503,0,0,0
10054504,3695,1573,70:30
10054505,2126,1665,56:44
10054506,2991,1480,66:34
10054507,2640,1420,65:35
10054508,2474,1926,56:44
10054509,0,0,0
10054510,3176,1460,68:32
10054511,2352,1484,61:39
10054512,2784,1481,65:35
10054513,3141,1873,62:38
10054514,2541,1693,60:40
10054515,2709,1631,62:38
10054516,2437,1685,59:41
10054517,2453,1572,60:40
10054518,1691,1248,57:43
10054519,2547,1540,62:38
10054520,2012,1388,59:41
10054521,2377,1433,62:38
10054522,2772,1751,61:39
10054523,2893,1675,63:37
10054524,3009,1876,61:39
10054525,1920,1330,59:41
10054526,2503,1592,61:39
10054527,2102,1436,59:41
10054528,2909,1668,63:37
10054529,2017,1428,58:42
10054530,1531,1208,55:45
10054531,2112,1396,60:40
10054532,2299,1309,63:37
10054533,1842,1282,58:42
10054534,2363,1386,63:37
10054535,2750,2059,57:43
10054536,3054,2007,60:40
10054537,2615,1438,64:36
10054538,0,0,0
10054539,2255,1622,58:42
10054540,2615,1695,60:40
10054541,2718,1542,63:37
10054542,2923,2153,57:43
10054543,2887,1642,63:37
10054544,4097,2376,63:37
10054545,1844,1531,54:46
10054546,0,0,0
10054547,2194,1733,55:45
10054548,2494,1442,63:37
10054549,2842,2068,57:43
10054550,2347,1765,57:43
10054551,2271,1501,60:40
10054552,2585,1849,58:42
10054553,2775,1465,65:35
10054554,2395,1881,56:44
10054555,2880,2155,57:43
10054556,2694,1475,64:36
10054557,2713,1734,61:39
10054558,2453,1199,67:33
10054559,2600,1335,66:34
10054560,2272,1474,60:40
10054561,48,42,53:47
10054562,3079,1855,62:38
10054563,2067,1710,54:46
10054564,3313,1952,62:38
10054565,1567,844,64:36
10054566,2734,1750,60:40
10054567,3058,1691,64:36
10054568,2751,1315,67:33
10054569,2662,1628,62:38
10054570,2396,1762,57:43
10054571,2463,1427,63:37
10054572,1944,1337,59:41
10054573,2703,1586,63:37
10054574,2458,1629,60:40
10054575,2471,1771,58:42
10054576,2525,1427,63:37
10054577,2342,1265,64:36
10054578,0,0,0
10054579,0,0,0
10054580,2495,1609,60:40
10054581,3426,2416,58:42
10054582,3059,2356,56:44
10054583,3300,1854,64:36
10054584,3110,1972,61:39
10054585,2623,1671,61:39
10054586,2723,1678,61:39
10054587,2849,1841,60:40
10054588,2721,1661,62:38
10054589,1738,1689,50:50
10054590,2029,1417,58:42
10054591,2287,1187,65:35
10054592,2479,1815,57:43
10054593,2252,1599,58:42
10054594,2257,1641,57:43
10054595,2345,1649,58:42
10054596,3061,1603,65:35
10054597,2783,1748,61:39
10054598,2161,1720,55:45
10054599,0,0,0
10054600,2960,2031,59:41
10054601,2489,1566,61:39
10054602,2431,1775,57:43
10054603,2954,1972,59:41
10054604,2329,1477,61:39
10054605,2365,1663,58:42
10054606,2304,1360,62:38
10054607,2422,1675,59:41
10054608,2037,1334,60:40
10054609,2824,1559,64:36
10054610,2922,2056,58:42
10054611,2393,1607,59:41
10054612,3616,2181,62:38
10054613,2789,1768,61:39
10054614,2349,1565,60:40
10054615,0,0,0
10054616,2748,1738,61:39
10054617,2698,1662,61:39
10054618,1548,698,68:32
10054619,2885,1730,62:38
10054620,2620,1247,67:33
10054621,2445,1791,57:43
10054622,0,0,0
10054623,2374,1635,59:41
10054624,2513,1354,64:36
10054625,2310,1338,63:37
10054626,1450,1213,54:46
10054627,2144,1529,58:42
10054628,2443,1438,62:38
10054629,2546,1683,60:40
10054630,1754,1502,53:47
10054631,2752,1590,63:37
10054632,2517,1687,59:41
10054633,1937,1348,58:42
10054634,2120,1481,58:42
10054635,1833,1530,54:46
10054636,2251,1686,57:43
10054637,2034,1568,56:44
10054638,2660,1853,58:42
10054639,2884,1667,63:37
10054640,2723,1266,68:32
10054641,2249,1819,55:45
10054642,291,322,47:53
10054643,2592,1610,61:39
10054644,2482,1831,57:43
10054645,3064,1917,61:39
10054646,2408,1397,63:37
10054647,2858,1699,62:38
10054648,2677,1709,61:39
10054649,2892,1803,61:39
10054650,2278,1566,59:41
10054651,2457,1659,59:41
10054652,2623,1745,60:40
10054653,2271,1299,63:37
10054654,2451,1860,56:44
10054655,2779,1724,61:39
10054656,2268,1688,57:43
10054657,2023,1574,56:44
10054658,2403,1392,63:37
10054659,2605,1882,58:42
10054660,2769,1512,64:36
10054661,2614,1995,56:44
10054662,2612,1224,68:32
10054663,2474,1468,62:38
10054664,2495,1626,60:40
10054665,2772,2117,56:44
10054666,2519,1589,61:39
10054667,2568,1363,65:35
10054668,3020,1777,62:38
10054669,2574,1427,64:36
10054670,2294,1665,57:43
10054671,2385,1453,62:38
10054672,2719,1732,61:39
10054673,2290,1458,61:39
10054674,2368,1642,59:41
10054675,2796,1756,61:39
10054676,3300,2163,60:40
10054677,2014,1327,60:40
10054678,3306,2115,60:40
10054679,2108,1748,54:46
10054680,2918,2151,57:43
10054681,2757,1832,60:40
10054682,2375,1865,56:44
10054683,2048,1411,59:41
10054684,1662,1161,58:42
10054685,2464,1934,56:44
10054686,2419,1726,58:42
10054687,2812,1692,62:38
10054688,2753,1689,61:39
10054689,0,0,0
10054690,2387,1164,67:33
10054691,3302,1759,65:35
10054692,2796,1951,58:42
10054693,2435,1668,59:41
10054694,2380,1546,60:40
10054695,2085,1598,56:44
10054696,2460,1236,66:34
10054697,253,215,54:46
10054698,2162,1132,65:35
10054699,2604,1424,64:36
10054700,3723,1949,65:35
10054701,2696,1590,62:38
10054702,2220,1468,60:40
10054703,3305,1987,62:38
10054704,3008,2132,58:42
10054705,3206,1813,63:37
10054706,2957,2040,59:41
10054707,2142,1397,60:40
10054708,0,0,0
10054709,2341,1928,54:46
10054710,2491,1251,66:34
10054711,2681,1506,64:36
10054712,2548,1792,58:42
10054713,0,0,0
10054714,3021,2180,58:42
10054715,3205,2337,57:43
10054716,2826,1266,69:31
10054717,2275,1659,57:43
10054718,2599,1783,59:41
10054719,2577,1558,62:38
10054720,3075,2164,58:42
10054721,2567,1901,57:43
10054722,2107,1374,60:40
10054723,2146,1631,56:44
10054724,2738,1451,65:35
10054725,2766,1595,63:37
10054726,2607,1445,64:36
10054727,3291,2119,60:40
10054728,2248,1613,58:42
10054729,2686,1548,63:37
10054730,3281,2044,61:39
10054731,2337,1701,57:43
10054732,2773,1980,58:42
10054733,2444,1450,62:38
